Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
434,Cédric Soares,pt POR,MFDF,Arsenal,27,1991,5,3,249,2.8,0.36,0.00,0.36,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,2.14,3.93,8.93,0.36,0.00,0.36,0.36,0.36,0.01,0.01,0.02,0.01,0.02,Matches,839c14e1
435,Cédric Soares,pt POR,DF,Southampton,27,1991,16,16,1306,14.5,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.04,0.04,0.05,0.09,2.00,3.24,3.17,0.00,0.07,0.07,0.00,0.07,0.04,0.05,0.09,0.04,0.09,Matches,839c14e1
436,Dominic Solanke,eng ENG,FW,Bournemouth,21,1997,32,17,1651,18.3,0.16,0.05,0.22,0.16,0.00,0.00,0.05,0.00,0.25,0.25,0.07,0.32,1.91,1.91,5.96,0.16,0.05,0.22,0.16,0.22,0.25,0.07,0.32,0.25,0.32,Matches,e77dc3b2
437,Tomáš Souček,cz CZE,MF,West Ham,24,1995,13,12,1040,11.6,0.26,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.24,0.24,0.03,0.27,0.26,3.45,1.47,0.26,0.00,0.26,0.26,0.26,0.24,0.03,0.27,0.24,0.27,Matches,6613c819
438,Çağlar Söyüncü,tr TUR,DF,Leicester City,23,1996,34,34,3036,33.7,0.03,0.03,0.06,0.03,0.00,0.00,0.12,0.03,0.06,0.06,0.02,0.09,0.65,3.71,0.15,0.03,0.03,0.06,0.03,0.06,0.06,0.02,0.09,0.06,0.09,Matches,21166ff4
439,Dennis Srbeny,de GER,MFFW,Norwich City,25,1994,8,0,47,0.5,2.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,2.00,8.00,1.91,0.00,1.91,1.91,1.91,1.00,0.00,1.00,1.00,1.00,Matches,1fdec858
440,Jack Stacey,eng ENG,DF,Bournemouth,23,1996,19,17,1549,17.2,0.00,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.03,0.03,0.13,0.16,2.21,2.91,3.31,0.00,0.12,0.12,0.00,0.12,0.03,0.13,0.16,0.03,0.16,Matches,558807c0
441,Junior Stanislas,eng ENG,MFFW,Bournemouth,29,1989,15,7,712,7.9,0.38,0.00,0.38,0.25,0.13,0.13,0.13,0.00,0.27,0.18,0.10,0.28,3.80,3.29,5.32,0.38,0.00,0.38,0.25,0.25,0.27,0.10,0.37,0.17,0.27,Matches,6992791d
442,Jed Steer,eng ENG,GK,Aston Villa,26,1992,1,1,7,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a8a3d139
443,Dale Stephens,eng ENG,MF,Brighton,30,1989,33,28,2530,28.1,0.00,0.04,0.04,0.00,0.00,0.00,0.28,0.00,0.02,0.02,0.05,0.07,0.32,5.69,0.50,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07,Matches,653ee42d
444,Jack Stephens,eng ENG,DF,Southampton,25,1994,28,27,2451,27.2,0.04,0.11,0.15,0.04,0.00,0.00,0.15,0.04,0.04,0.04,0.05,0.09,0.63,2.98,0.40,0.04,0.11,0.15,0.04,0.15,0.04,0.05,0.09,0.04,0.09,Matches,6adbc307
445,Raheem Sterling,eng ENG,FW,Manchester City,24,1994,33,30,2651,29.5,0.68,0.03,0.71,0.68,0.00,0.07,0.17,0.00,0.62,0.56,0.21,0.77,5.12,3.39,14.5,0.68,0.03,0.71,0.68,0.71,0.62,0.21,0.83,0.56,0.77,Matches,b400bde0
446,Enda Stevens,ie IRL,DF,Sheffield Utd,29,1990,38,38,3345,37.2,0.05,0.11,0.16,0.05,0.00,0.00,0.19,0.00,0.03,0.03,0.14,0.18,2.47,4.68,5.30,0.05,0.11,0.16,0.05,0.16,0.04,0.14,0.18,0.04,0.18,Matches,17d4507a
447,Marco Stiepermann,de GER,MF,Norwich City,28,1991,24,14,1180,13.1,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.11,0.11,0.06,0.18,2.67,3.51,3.97,0.00,0.00,0.00,0.00,0.00,0.11,0.06,0.18,0.11,0.18,Matches,b606638c
448,John Stones,eng ENG,DF,Manchester City,25,1994,16,12,1122,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.04,1.76,6.64,0.08,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,5eecec3d
449,Isaac Success,ng NGA,FWMF,Watford,23,1996,5,0,70,0.8,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.13,0.13,0.13,0.13,5.00,2.50,11.3,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches,f573a8bf
450,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,1,137,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.67,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,1d8c99b0
451,Andrew Surman,eng ENG,MF,Bournemouth,32,1986,5,2,235,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.04,0.38,1.92,0.38,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Matches,7d41b619
452,Sam Surridge,eng ENG,FWMF,Bournemouth,21,1998,4,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,1.67,0.33,2.00,0.00,6.67,16.7,0.00,0.00,0.00,0.00,0.00,1.75,0.19,1.94,1.75,1.94,Matches,b017b770
453,Japhet Tanganga,eng ENG,DF,Tottenham,20,1999,6,6,525,5.8,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.02,0.02,0.02,0.02,0.52,2.41,1.21,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,e9971f2d
454,Matt Targett,eng ENG,DFMF,Aston Villa,23,1995,28,27,2291,25.5,0.04,0.08,0.12,0.04,0.00,0.00,0.16,0.00,0.02,0.02,0.10,0.12,0.86,4.51,3.18,0.04,0.08,0.12,0.04,0.12,0.02,0.10,0.12,0.02,0.12,Matches,e514ab62
455,James Tarkowski,eng ENG,DF,Burnley,26,1992,38,38,3420,38.0,0.05,0.05,0.11,0.05,0.00,0.00,0.26,0.00,0.06,0.06,0.08,0.14,0.05,2.18,0.05,0.05,0.05,0.11,0.05,0.11,0.06,0.08,0.14,0.06,0.14,Matches,15ea812b
456,Charlie Taylor,eng ENG,DF,Burnley,25,1993,24,22,1945,21.6,0.00,0.05,0.05,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.04,0.05,2.82,2.50,2.13,0.00,0.05,0.05,0.00,0.05,0.00,0.04,0.04,0.00,0.04,Matches,cc2d7ad5
457,Neil Taylor,wls WAL,DF,Aston Villa,30,1989,14,11,1091,12.1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.02,0.02,0.03,0.05,0.58,3.97,2.07,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches,c2f9d19f
458,Nathan Tella,eng ENG,FW,Southampton,20,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,1.27,0.00,1.27,1.27,1.27,Matches,f1e94cd6
459,Alexander Tettey,no NOR,MFDF,Norwich City,33,1986,30,28,2338,26.0,0.04,0.04,0.08,0.04,0.00,0.00,0.19,0.00,0.03,0.03,0.02,0.05,0.73,2.08,0.46,0.04,0.04,0.08,0.04,0.08,0.03,0.02,0.05,0.03,0.05,Matches,75566759
460,Jordan Thomas,eng ENG,FW,Norwich City,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b547f08c
461,Luke Thomas,eng ENG,MFDF,Leicester City,18,2001,3,3,267,3.0,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,2.00,4.33,5.33,0.00,0.34,0.34,0.00,0.34,0.00,0.21,0.21,0.00,0.21,Matches,fc027d02
462,Max Thompson,eng ENG,FW,Burnley,17,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fa38722f
463,Youri Tielemans,be BEL,MF,Leicester City,22,1997,37,32,2828,31.4,0.10,0.19,0.29,0.10,0.00,0.00,0.06,0.00,0.09,0.09,0.14,0.23,1.46,6.85,3.92,0.10,0.19,0.29,0.10,0.29,0.09,0.14,0.23,0.09,0.23,Matches,56f7a928
464,Kieran Tierney,sct SCO,DFMF,Arsenal,22,1997,15,12,989,11.0,0.09,0.09,0.18,0.09,0.00,0.00,0.18,0.00,0.02,0.02,0.09,0.11,2.36,3.09,6.09,0.09,0.09,0.18,0.09,0.18,0.02,0.09,0.11,0.02,0.11,Matches,fce2302c
465,James Tomkins,eng ENG,DF,Crystal Palace,30,1989,18,18,1582,17.6,0.06,0.06,0.11,0.06,0.00,0.00,0.28,0.00,0.06,0.06,0.01,0.07,0.06,0.80,0.23,0.06,0.06,0.11,0.06,0.11,0.06,0.01,0.07,0.06,0.07,Matches,e7ca0439
466,Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,15,15,1291,14.3,0.07,0.00,0.07,0.07,0.00,0.00,0.21,0.00,0.03,0.03,0.01,0.04,0.98,3.50,0.28,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches,7edfbb8a
467,Lucas Torreira,uy URU,MF,Arsenal,23,1996,29,17,1512,16.8,0.06,0.06,0.12,0.06,0.00,0.00,0.42,0.00,0.08,0.08,0.05,0.13,0.77,4.94,1.19,0.06,0.06,0.12,0.06,0.12,0.08,0.05,0.13,0.08,0.13,Matches,52611641
468,Cenk Tosun,tr TUR,FW,Crystal Palace,28,1991,5,2,177,2.0,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.25,0.25,0.30,0.55,2.50,3.50,5.50,0.51,0.00,0.51,0.51,0.51,0.27,0.29,0.55,0.27,0.55,Matches,9a104dee
469,Cenk Tosun,tr TUR,FW,Everton,28,1991,5,2,291,3.2,0.31,0.00,0.31,0.31,0.00,0.00,0.00,0.00,0.31,0.31,0.06,0.34,0.63,1.88,8.44,0.31,0.00,0.31,0.31,0.31,0.29,0.05,0.35,0.29,0.35,Matches,9a104dee
470,Andros Townsend,eng ENG,FWMF,Crystal Palace,28,1991,24,14,1294,14.4,0.07,0.07,0.14,0.07,0.00,0.00,0.00,0.00,0.03,0.03,0.13,0.16,3.89,3.06,5.35,0.07,0.07,0.14,0.07,0.14,0.03,0.13,0.16,0.03,0.16,Matches,b28bbd58
471,Adama Traoré,es ESP,FWDF,Wolves,23,1996,37,27,2605,28.9,0.14,0.31,0.45,0.14,0.00,0.00,0.03,0.00,0.13,0.13,0.23,0.36,8.72,3.04,8.51,0.14,0.31,0.45,0.14,0.45,0.13,0.23,0.36,0.13,0.36,Matches,9a28eba4
472,Mark Travers,ie IRL,GK,Bournemouth,20,1999,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fe558029
473,Trézéguet,eg EGY,FWMF,Aston Villa,24,1994,34,20,1950,21.7,0.28,0.05,0.32,0.28,0.00,0.00,0.18,0.05,0.22,0.22,0.05,0.27,2.72,1.71,7.83,0.28,0.05,0.32,0.28,0.32,0.22,0.05,0.27,0.22,0.27,Matches,3ae14ed1
474,Leandro Trossard,be BEL,FWMF,Brighton,24,1994,31,22,2011,22.3,0.22,0.13,0.36,0.22,0.00,0.00,0.00,0.00,0.22,0.22,0.17,0.40,3.05,4.26,10.2,0.22,0.13,0.36,0.22,0.36,0.23,0.18,0.40,0.23,0.40,Matches,38ceb24a
475,Tom Trybull,de GER,MF,Norwich City,26,1993,16,14,1130,12.6,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.04,0.04,0.01,0.05,0.24,2.62,0.16,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,552aa16c
476,Axel Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,2,189,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,3.81,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2baec6ce
477,Yan Valery,tn TUN,DF,Southampton,20,1999,11,10,779,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.03,0.03,0.11,0.15,2.30,1.61,3.56,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15,Matches,531a4aa8
478,Jesús Vallejo,es ESP,DF,Wolves,22,1997,2,1,163,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c2111b45
479,Virgil van Dijk,nl NED,DF,Liverpool,28,1991,38,38,3420,38.0,0.13,0.03,0.16,0.13,0.00,0.00,0.03,0.00,0.08,0.08,0.03,0.11,0.55,4.47,0.37,0.13,0.03,0.16,0.13,0.16,0.08,0.04,0.11,0.08,0.11,Matches,e06683ca
480,Jamie Vardy,eng ENG,FW,Leicester City,32,1987,35,34,3033,33.7,0.68,0.15,0.83,0.56,0.12,0.15,0.06,0.00,0.57,0.45,0.18,0.63,1.81,1.31,5.93,0.68,0.15,0.83,0.56,0.71,0.57,0.18,0.75,0.45,0.63,Matches,45963054
481,Indiana Vassilev,us USA,FWMF,Aston Villa,18,2001,4,0,51,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,04e195ee
482,Jan Vertonghen,be BEL,DF,Tottenham,32,1987,23,19,1645,18.3,0.05,0.05,0.11,0.05,0.00,0.00,0.11,0.00,0.02,0.02,0.05,0.08,0.71,3.17,0.71,0.05,0.05,0.11,0.05,0.11,0.02,0.05,0.07,0.02,0.07,Matches,ba23a904
483,Jannik Vestergaard,dk DEN,DF,Southampton,26,1992,19,17,1497,16.6,0.06,0.00,0.06,0.06,0.00,0.00,0.18,0.00,0.08,0.08,0.03,0.11,0.72,3.31,0.06,0.06,0.00,0.06,0.06,0.06,0.08,0.03,0.11,0.08,0.11,Matches,1900032e
484,Rúben Vinagre,pt POR,MFDF,Wolves,20,1999,16,6,652,7.2,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.04,0.04,0.08,0.13,5.00,1.11,4.44,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Matches,b937e490
485,Jake Vokins,eng ENG,DF,Southampton,19,2000,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,4.00,3.00,11.0,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches,d484c261
486,Mario Vrančić,ba BIH,MF,Norwich City,30,1989,20,6,636,7.1,0.14,0.00,0.14,0.14,0.00,0.00,0.42,0.00,0.21,0.21,0.13,0.34,2.39,8.73,1.97,0.14,0.00,0.14,0.14,0.14,0.21,0.13,0.34,0.21,0.34,Matches,16fa6881
487,Matěj Vydra,cz CZE,FW,Burnley,27,1992,19,7,819,9.1,0.22,0.11,0.33,0.22,0.00,0.00,0.00,0.00,0.42,0.42,0.11,0.53,1.43,0.44,5.71,0.22,0.11,0.33,0.22,0.33,0.41,0.11,0.52,0.41,0.52,Matches,0d4ceb32
488,Theo Walcott,eng ENG,MFFW,Everton,30,1989,25,17,1287,14.3,0.14,0.21,0.35,0.14,0.00,0.00,0.07,0.00,0.22,0.22,0.26,0.48,2.38,2.38,8.88,0.14,0.21,0.35,0.14,0.35,0.22,0.26,0.48,0.22,0.48,Matches,1ecb65be
489,Kyle Walker,eng ENG,DF,Manchester City,29,1990,29,28,2392,26.6,0.04,0.15,0.19,0.04,0.00,0.00,0.19,0.00,0.05,0.05,0.06,0.10,4.02,7.29,4.55,0.04,0.15,0.19,0.04,0.19,0.05,0.06,0.10,0.05,0.10,Matches,86dd77d1
490,Kyle Walker-Peters,eng ENG,DF,Southampton,22,1997,10,7,703,7.8,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.01,0.01,0.08,0.09,3.33,2.31,3.21,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.01,0.10,Matches,984a5a64
491,Kyle Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,3,241,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,3.33,5.56,7.41,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,984a5a64
492,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,35,34,3070,34.1,0.00,0.12,0.12,0.00,0.00,0.00,0.23,0.00,0.02,0.02,0.09,0.11,2.93,3.93,5.13,0.00,0.12,0.12,0.00,0.12,0.02,0.09,0.11,0.02,0.11,Matches,9e525177
493,Victor Wanyama,ke KEN,MF,Tottenham,28,1991,2,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,16.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e0900238
494,Joel Ward,eng ENG,DF,Crystal Palace,29,1989,29,27,2382,26.5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.01,0.01,0.01,0.02,0.83,4.34,2.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,8a7ff278
495,James Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,38,38,3420,38.0,0.13,0.08,0.21,0.11,0.03,0.08,0.24,0.00,0.19,0.13,0.18,0.31,0.45,4.47,2.16,0.13,0.08,0.21,0.11,0.18,0.19,0.18,0.37,0.13,0.31,Matches,3515d404
496,Kelland Watts,eng ENG,DF,Newcastle Utd,19,1999,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,603e4f0b
497,Adam Webster,eng ENG,DF,Brighton,24,1995,31,31,2668,29.6,0.10,0.03,0.14,0.10,0.00,0.00,0.14,0.00,0.04,0.04,0.04,0.09,0.98,4.02,0.14,0.10,0.03,0.13,0.10,0.13,0.05,0.04,0.09,0.05,0.09,Matches,c40b6180
498,Danny Welbeck,eng ENG,FWMF,Watford,28,1990,18,8,822,9.1,0.22,0.00,0.22,0.22,0.00,0.00,0.00,0.00,0.43,0.43,0.02,0.44,1.43,1.10,7.25,0.22,0.00,0.22,0.22,0.22,0.43,0.02,0.44,0.43,0.44,Matches,ce5143da
499,Ashley Westwood,eng ENG,MF,Burnley,29,1990,35,35,3150,35.0,0.06,0.17,0.23,0.06,0.00,0.00,0.26,0.00,0.03,0.03,0.18,0.21,0.63,5.06,0.94,0.06,0.17,0.23,0.06,0.23,0.03,0.18,0.21,0.03,0.21,Matches,495945ef
500,Connor Wickham,eng ENG,FWMF,Crystal Palace,26,1993,6,0,96,1.1,0.91,0.91,1.82,0.91,0.00,0.00,0.00,0.00,1.27,1.27,0.55,1.73,2.73,5.45,9.09,0.94,0.94,1.87,0.94,1.87,1.28,0.52,1.80,1.28,1.80,Matches,41cc19c2
501,Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,37,35,2935,32.6,0.12,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.08,0.08,0.02,0.10,2.27,4.20,3.04,0.12,0.00,0.12,0.12,0.12,0.08,0.02,0.10,0.08,0.10,Matches,eb58eef0
502,Jetro Willems,nl NED,DF,Newcastle Utd,25,1994,19,18,1493,16.6,0.12,0.12,0.24,0.12,0.00,0.00,0.00,0.00,0.04,0.04,0.05,0.09,1.45,2.59,1.87,0.12,0.12,0.24,0.12,0.24,0.03,0.06,0.09,0.03,0.09,Matches,9050ddc4
503,Brandon Williams,eng ENG,DF,Manchester Utd,18,2000,17,11,1006,11.2,0.09,0.00,0.09,0.09,0.00,0.00,0.54,0.00,0.09,0.09,0.05,0.14,3.57,3.93,6.25,0.09,0.00,0.09,0.09,0.09,0.09,0.05,0.14,0.09,0.14,Matches,5e74d6c8
504,Neco Williams,wls WAL,DF,Liverpool,18,2001,6,3,230,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.12,0.12,0.04,0.12,3.85,3.46,6.54,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.13,0.10,0.13,Matches,dd323728
505,Willian,br BRA,FWMF,Chelsea,30,1988,36,29,2600,28.9,0.31,0.24,0.55,0.17,0.14,0.14,0.14,0.00,0.26,0.16,0.27,0.42,6.54,5.99,10.2,0.31,0.24,0.55,0.17,0.42,0.26,0.27,0.53,0.16,0.42,Matches,8b9ebd03
506,Joe Willock,eng ENG,MFFW,Arsenal,19,1999,29,8,857,9.5,0.11,0.11,0.21,0.11,0.00,0.00,0.21,0.00,0.17,0.17,0.12,0.28,4.11,4.32,5.37,0.11,0.11,0.21,0.11,0.21,0.17,0.11,0.28,0.17,0.28,Matches,a3b03921
507,Jack Wilshere,eng ENG,MF,West Ham,27,1992,8,2,215,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,3.33,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9c318325
508,Callum Wilson,eng ENG,FW,Bournemouth,27,1992,35,32,2908,32.3,0.25,0.03,0.28,0.25,0.00,0.00,0.31,0.00,0.31,0.31,0.09,0.40,1.39,1.61,6.10,0.25,0.03,0.28,0.25,0.28,0.31,0.09,0.39,0.31,0.39,Matches,c596fcb0
509,Harry Wilson,wls WAL,MFFW,Bournemouth,22,1997,31,20,1646,18.3,0.38,0.00,0.38,0.38,0.00,0.00,0.11,0.00,0.22,0.22,0.13,0.35,1.58,3.61,4.86,0.38,0.00,0.38,0.38,0.38,0.22,0.13,0.35,0.22,0.35,Matches,c6dc9ecd
510,Harry Winks,eng ENG,MF,Tottenham,23,1996,31,26,2221,24.7,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.02,0.02,0.04,0.06,1.78,7.69,0.73,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,2f7acede
511,Chris Wood,nz NZL,FW,Burnley,27,1991,32,29,2437,27.1,0.52,0.04,0.55,0.48,0.04,0.04,0.04,0.00,0.58,0.55,0.07,0.62,0.48,0.59,5.90,0.52,0.04,0.55,0.48,0.52,0.58,0.07,0.64,0.55,0.62,Matches,4e9a0555
512,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,31,30,2586,28.7,0.03,0.07,0.10,0.03,0.00,0.00,0.35,0.00,0.02,0.02,0.03,0.05,1.32,8.26,1.15,0.03,0.07,0.10,0.03,0.10,0.02,0.03,0.05,0.02,0.05,Matches,e61b8aee
513,Andriy Yarmolenko,ua UKR,MFFW,West Ham,29,1989,23,10,991,11.0,0.45,0.09,0.55,0.45,0.00,0.00,0.18,0.00,0.22,0.22,0.32,0.54,3.64,3.73,5.82,0.45,0.09,0.54,0.45,0.54,0.22,0.32,0.54,0.22,0.54,Matches,849c826a
514,DeAndre Yedlin,us USA,DF,Newcastle Utd,26,1993,16,10,938,10.4,0.10,0.00,0.10,0.10,0.00,0.00,0.29,0.00,0.08,0.08,0.03,0.11,1.15,1.35,3.85,0.10,0.00,0.10,0.10,0.10,0.07,0.03,0.10,0.07,0.10,Matches,ae0a7ddf
515,Maya Yoshida,jp JPN,DF,Southampton,30,1988,8,6,560,6.2,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.11,0.11,0.00,0.11,0.16,1.94,0.48,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,caffaf5a
516,Ashley Young,eng ENG,DF,Manchester Utd,34,1985,12,10,955,10.6,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.01,0.01,0.14,0.15,2.36,6.79,3.30,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.15,0.01,0.15,Matches,be927d03
517,Pablo Zabaleta,ar ARG,DF,West Ham,34,1985,10,6,592,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.06,0.06,1.52,4.39,6.21,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches,6813ac34
518,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,26,1992,38,37,3280,36.4,0.11,0.08,0.19,0.11,0.00,0.00,0.14,0.00,0.14,0.14,0.11,0.25,5.77,4.01,9.73,0.11,0.08,0.19,0.11,0.19,0.14,0.11,0.25,0.14,0.25,Matches,b2bc3b1f
519,Christoph Zimmermann,de GER,DF,Norwich City,26,1993,17,16,1430,15.9,0.00,0.06,0.06,0.00,0.00,0.00,0.19,0.00,0.03,0.03,0.01,0.03,0.50,2.08,0.00,0.00,0.06,0.06,0.00,0.06,0.02,0.01,0.03,0.02,0.03,Matches,2d5f03bf
520,Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,19,13,1276,14.2,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.04,0.04,0.11,0.14,2.61,8.03,9.44,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14,Matches,51cf8561
521,Richairo Živković,cw CUW,FW,Sheffield Utd,22,1996,5,0,112,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.17,0.83,0.83,6.67,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches,d2d74d9c
522,Kurt Zouma,fr FRA,DF,Chelsea,24,1994,28,25,2344,26.0,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.05,0.05,0.01,0.05,0.62,4.15,0.08,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,ce4246f5
